title_ar,description_ar,pages,published_year,author_name_ar,author_slug,genre,cover,isbn
البوصلة القرآنية,إبحار مختلف بحثًا عن الخريطة المفقودة … إنها البوصلة الهادية إلى الطريق الصحيح في لُججِ البحار، أو في متاهات الأرض.. بل وفي ضياع النفس الإنسان ية هنا وهناك لا تصل إلى غايتها السعيدة. وهي بوصلة لا تكون إلا بيد مَن يحسنُ استخدامَها الاستخدامَ الأمثل، لتهتدي إلى الطريق الذي رسمه الله، فإذا أضاعها المسلمون بطول الأمد والركون إلى الأفكار القديمة البالية، يمكن لغيرهم أن يسترشد بها ويصل إلى القصد السويّ.. إلى حيث أراد الله. إنَّ على الأمة أن تتحسَّسَ هذا البوصلة الموصلة، التي علاها الصدأ، فأساؤوا استخدامها.ـ عرضية هنا وهناك لا تصل إلى غايتها السعيدة. وهي بوصلة لا تكون إلا بيد مَن يحسنُ استخدامَها الاستخدامَ الأمثل، لتهتدي إلى الطريق الذي رسمه الله، فإذا أضاعها المسلمون بطول الأمد والركون إلى الأفكار القديمة البالية، يمكن لغيرهم أن يسترشد بها ويصل إلى القصد السويّ.. إلى حيث أراد الله. إنَّ على الأمة أن تتحسَّسَ هذا البوصلة الموصلة، التي علاها الصدأ، فأساؤوا استخدامها.ـ,,,أحمد خيري العمري,أحمد-خيري-العمري,أدب قصصي / عام, غلاف ورقي,
نوازل اجتماعية معاصرة,None,,,غازي الشمري,غازي-الشمري,أدب قصصي / عام, غلاف ورقي,
شرح خطبة الزهراء,هي شرح خطبة السيدة الزهراء كلّ عنها ألسن فحول الوضحاء ووقف دون بلوغ غايته أخطار فطاحل البلغاء وقد شرحها الكثيرون منها الكتاب هذا والذي يحوي على شر وحثلاثة من كبار علماء المسمين عرضوحثلاثة من كبار علماء المسمين,,,النعمان ، التبريزي,النعمان-،-التبريزي,أدب قصصي / عام, غلاف كرتوني,
أنوار الذكر الحكيم,None,,,عبدالله العواضي,عبدالله-العواضي,أدب قصصي / عام, غلاف ورقي,
من أروع ما قاله الإمام الرضا عليه السلام,None,,,محسن عقيل,محسن-عقيل,أدب قصصي / عام, غلاف فني,
الحق المر,هذه طائفة من الكلمات التى سطرتها تعليقا على ما يقع بالعالم الإسلامى أو ما يقع عليه! إن الذى أغرى بتأليفها وتجديدها تشابه الآلام والأزمات  التى تعرض لأمتنا فى حاضرها وماضيها! فالمناسبات باقية! ما اكثر الأخطاء التى تستقر بين الناس لأنها لم تجد من يصحهها فور عرضالتى تعرض لأمتنا فى حاضرها وماضيها! فالمناسبات باقية! ما اكثر الأخطاء التى تستقر بين الناس لأنها لم تجد من يصحهها فور,,,محمد الغزالي,محمد-الغزالي,أدب قصصي / عام, غلاف ورقي,
رعاية البيئة في السنة النبوية (4),None,,,محمد بن عبد الرزاق اسود,محمد-بن-عبد-الرزاق-اسود,أدب قصصي / عام, غلاف ورقي,
القصص المعنوية عند الشهيد مطهري,None,,,لطيف الراشدي,لطيف-الراشدي,أدب قصصي / عام, غلاف كرتوني,
تعزيز البعد الإنساني في العمل البلدي الرياض (1),كتاب يتناول البعد الإنساني في العمل البلدي ونشأته وتطوره، مستحضراً تجربة وبرامج النسنة في مدينة الرياض التي قامت عليها أمانة منطقة الرياض في فترة  سمو الأمير الدكتور عبدالعزيز بن محمد بن عياف أمين منطة الرياض الأسبق عرضسمو الأمير الدكتور عبدالعزيز بن محمد بن عياف أمين منطة الرياض الأسبق,,,عبدالعزيز بن محمد بن عياف,عبدالعزيز-بن-محمد-بن-عياف,أدب قصصي / عام, غلاف ورقي,
جهاد المحبين,"روايات تاريخ الإسلام"" سلسلة من الروايات التاريخية تصور مراحل التاريخ الإسلامي منذ ظهور الإسلام روعي فيها عنصر التشويق مع التزام الحوادث التاريخ ية التزاماً دقيقاً من حيث الزمان والمكان والأشخاص مع وصف ما يتخللها من عادات وأخلاق وهذا الكتاب ""جهاد المحبين"" يدخل ضمن كتب هذه السلسلة وهو يعتني بتصوير مأساة من مآسي المحبين، وما يقاسونه في سبيل الحب، ثم كيف يجزون على صبرهم ووفائهم، وتدور الدوائر على أهل البغي والعدوان عرضية التزاماً دقيقاً من حيث الزمان والمكان والأشخاص مع وصف ما يتخللها من عادات وأخلاق وهذا الكتاب ""جهاد المحبين"" يدخل ضمن كتب هذه السلسلة وهو يعتني بتصوير مأساة من مآسي المحبين، وما يقاسونه في سبيل الحب، ثم كيف يجزون على صبرهم ووفائهم، وتدور الدوائر على أهل البغي والعدوان...",,,جرجي زيدان,جرجي-زيدان,أدب قصصي / عام, غلاف عادي,
ذوق الصلاة عند ابن القيم رحمه الله,None,,,عادل  الزرقي,عادل-الزرقي,أدب قصصي / عام, غلاف ورقي,
عرائس الأفكار في مدائح المختار,كتاب في المدائح النبوية يتناول ديوانا في هذا المجال لامام الادب والبلاغة في عصره احمد بن عبد الحي الحلبي يضم نخبة مما نظمه في المدح النبوي مما ترق له القلوب وتسيل به العيون وتقشعر له الابدان لما امتاز به من بلاغة النظم ودقة السبك عرضله القلوب وتسيل به العيون وتقشعر له الابدان لما امتاز به من بلاغة النظم ودقة السبك,,,أبي العباس الحلبي,أبي-العباس-الحلبي,أدب قصصي / عام, غلاف كرتوني,
حنين الأفئدة,None,,,فهد العماري,فهد-العماري,أدب قصصي / عام, غلاف ورقي,
نحت حديد الباطل وبرده في أدلة الحق الذابة عن صاحب البردة,كتاب ينطق بالحق فيه البيان الشافي والرد الوافي على من طعن في بعض ابيات قصيدة ملأت الدنيا فرحاًَ وسروراً في قراءتها وسماعها منذ خرجت من فم ناظمها ف كل من سمعها وتدبر ابياتها وعرف معانيها تاقت نفسه لحفظها وتكرار سماعها ويليه قصيدة البردة.والقصيدة المحمدية والقصيدة المضرية. عرضكل من سمعها وتدبر ابياتها وعرف معانيها تاقت نفسه لحفظها وتكرار سماعها ويليه قصيدة البردة.والقصيدة المحمدية والقصيدة المضرية.,,,داود النقشبندي,داود-النقشبندي,أدب قصصي / عام, غلاف ورقي,
محاضرات في العالم الإسلامي,None,,,فايزة الحسنية,فايزة-الحسنية,أدب قصصي / عام, غلاف ورقي,
17 رمضان,"روايات تاريخ الإسلام"" سلسلة من الروايات التاريخية تصور مراحل التاريخ الإسلامي منذ ظهور الإسلام روعي فيها عنصر التشويق مع التزام الحوادث التاريخ ية التزاماً دقيقاً من حيث الزمان والمكان والأشخاص مع وصف ما يتخللها من عادات وأخلاق وهذا الكتاب ""17 رمضان"" يدخل ضمن كتب هذه السلسلة وهو يؤرخ مقتل الإمام ""علي""، وبسط حال الخوارج، وبذكر تتمة الفتنة التي حدثت بسبب مقتل الخليفة ""عثمان""، واستئثار ""بني أمية"" بالخلافة وخروجها من أهل البيت. عرضية التزاماً دقيقاً من حيث الزمان والمكان والأشخاص مع وصف ما يتخللها من عادات وأخلاق وهذا الكتاب ""17 رمضان"" يدخل ضمن كتب هذه السلسلة وهو يؤرخ مقتل الإمام ""علي""، وبسط حال الخوارج، وبذكر تتمة الفتنة التي حدثت بسبب مقتل الخليفة ""عثمان""، واستئثار ""بني أمية"" بالخلافة وخروجها من أهل البيت.",,,جرجي زيدان,جرجي-زيدان,أدب قصصي / عام, غلاف عادي,
اشكاليات التصوف المعاصر,None,,,مطيع الحافظ,مطيع-الحافظ,أدب قصصي / عام, غلاف ورقي,
دراسات نقدية في الأدب الإسلامي,None,,,منذر معاليقي,منذر-معاليقي,أدب قصصي / عام, غلاف عادي,
60 قصة كما رواها النبي صلى الله عليه وسلم,None,,,محمد  عبدالوهاب,محمد-عبدالوهاب,أدب قصصي / عام, غلاف ورقي,
عين الأدب والسياسة و زين الحسب والرياسة,كتاب في الأدب والسياسة، كتبه المؤلف ليقدمه إلى السلطان محمد بن يوسف عام 763 هجري وقد صدره بالآيات الكريمة، والأحاديث الشريفة التي تخدم الموضوع، وض منه آراء العظماء والحكماء والعقلاء، ووزعت في ثنايا الكتاب بطريق رائع ومشوق، ولم يغفل الكاتب دور الشعراء بل أورد الكثير من القصائد حول مواضيعه ثم أقبل عليها شرحا ومناقشة، حتى أخرج لنا كتابا يشد القارئ حتى لا يستطيع ترك هذا السفر النفيس حتى ينهيه أو يعيد قراءته عرضمنه آراء العظماء والحكماء والعقلاء، ووزعت في ثنايا الكتاب بطريق رائع ومشوق، ولم يغفل الكاتب دور الشعراء بل أورد الكثير من القصائد حول مواضيعه ثم أقبل عليها شرحا ومناقشة، حتى أخرج لنا كتابا يشد القارئ حتى لا يستطيع ترك هذا السفر النفيس حتى ينهيه أو يعيد قراءته,,,أبو الحسن ابن هذيل,أبو-الحسن-ابن-هذيل,أدب قصصي / عام, غلاف كرتوني,
رسالة الكلمة – قراءة في الشعر الاسلامي,None,,,سليمة بنت عبد الله المشرفية,سليمة-بنت-عبد-الله-المشرفية,أدب قصصي / عام, عادي,
استبداد المماليك,"روايات تاريخ الإسلام"" سلسلة من الروايات التاريخية تصور مراحل التاريخ الإسلامي منذ ظهور الإسلام روعي فيها عنصر التشويق مع التزام الحوادث التاريخ ية التزاماً دقيقاً من حيث الزمان والمكان والأشخاص مع وصف ما يتخللها من عادات وأخلاق وهذا الكتاب ""استبداد المماليك"" يدخل ضمن كتب هذه السلسلة وهو يشتمل على سرد لأخبار ""علي بك الكبير"" ومعاصره من مماليك مصر وأمراء الشام، والحرب بين ""تركيا"" و""روسيا"" وغير ذلك من الأمور السياسية والاجتماعية تشرح أحوال ""مصر"" و""سوريا"" في أواخر القرن الثامن عشر، وحكم ""علي"". عرضية التزاماً دقيقاً من حيث الزمان والمكان والأشخاص مع وصف ما يتخللها من عادات وأخلاق وهذا الكتاب ""استبداد المماليك"" يدخل ضمن كتب هذه السلسلة وهو يشتمل على سرد لأخبار ""علي بك الكبير"" ومعاصره من مماليك مصر وأمراء الشام، والحرب بين ""تركيا"" و""روسيا"" وغير ذلك من الأمور السياسية والاجتماعية تشرح أحوال ""مصر"" و""سوريا"" في أواخر القرن الثامن عشر، وحكم ""علي"".",,,جرجي زيدان,جرجي-زيدان,أدب قصصي / عام, غلاف عادي,
